Luca_Apes,https://trenches.fra1.cdn.digitaloceanspaces.com/Luca%20Apes.jpg,@Luca_Apes
SDsCASINO,https://trenches.fra1.cdn.digitaloceanspaces.com/SD.jpg,@SDsCASINO
Zorrogems,https://trenches.fra1.cdn.digitaloceanspaces.com/Zorrogems.jpg,@Zorrogems
NFG,https://trenches.fra1.cdn.digitaloceanspaces.com/NFG.jpg,@NFG
luigiscalls,https://trenches.fra1.cdn.digitaloceanspaces.com/Luigicall.jpg,@luigiscalls
greg,https://assets.api.uizard.io/api/cdn/stream/ddcabbc0-9002-4ebc-8bfc-2a47b3f636b1.png,@greg
Ansem,https://assets.api.uizard.io/api/cdn/stream/848ade87-3e76-42a4-9842-ebacf29c9749.png,@Ansem
bqsed16z,https://assets.api.uizard.io/api/cdn/stream/e53ae5aa-f673-43e7-b711-a691a3603a64.png,@bqsed16z
wallstreetbets,https://assets.api.uizard.io/api/cdn/stream/5d1295d1-654a-47cd-a559-f4eea99a0f7c.png,@wallstreetbets
